track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Rashabar (IRE),S M Levey,0,B J Meehan,4th,3/4 l,3,9-2,113,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Hotazhell,S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-2,117,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Cosmic Year,O Murphy,0,Harry Charlton,2nd,3 3/4 l,3,9-2,110,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Field Of Gold (IRE),C T Keane,0,J & T Gosden,1st,N/A,3,9-2,120,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Expanded (IRE),W M Lordan,0,A P O'Brien,9th,3 3/4 l,3,9-2,117,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Windlord,C D Hayes,0,A M Balding,8th,Neck,3,9-2p1,105,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Officer (IRE),R L Moore,0,A P O'Brien,7th,1 1/2 l,3,9-2,108,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Scorthy Champ (IRE),D McMonagle,0,J P O'Brien,6th,3/4 l,3,9-2,115,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Comanche Brave (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,3,9-2,107,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Rashabar (IRE),S M Levey,0,B J Meehan,4th,3/4 l,3,9-2,113,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Hotazhell,S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-2,117,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Cosmic Year,O Murphy,0,Harry Charlton,2nd,3 3/4 l,3,9-2,110,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Field Of Gold (IRE),C T Keane,0,J & T Gosden,1st,N/A,3,9-2,120,True,176,46
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Blues Emperor (IRE),B M Coen,0,J P Murtagh,18th,1/2 l,6,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Derry Lad (IRE),W M Lordan,0,E Mullins,17th,3/4 l,7,8-9t1,81,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Presence (IRE),K G Kennedy,5,Mrs J Harrington,16th,1 1/4 l,4,9-2p,88,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Eighty Eight (IRE),J Pietropaolo,7,J Feane,15th,1 3/4 l,6,8-7,75,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Indigo Five (IRE),W Joyce,3,J Feane,14th,Short Head,6,9-11,97,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Perfect Judgement (IRE),J A Powell,3,Stephen Thorne,13th,3/4 l,4,9-5b,91,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Grey Leader (IRE),G F Carroll,0,J G Murphy,12th,1/2 l,5,9-4,90,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,State Actor (IRE),C T Keane,0,W T Farrell,11th,2 l,5,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,10th,Neck,6,9-3p,89,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Enchanted Garden (IRE),R P Cleary,0,A Mullins,9th,1 1/4 l,4,8-7,77,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,No More Porter (IRE),D P McDonogh,0,A McGuinness,8th,Neck,7,8-9tp,81,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Lord Church (IRE),O Murphy,0,E Mullins,7th,3/4 l,4,9-1,87,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Akecheta (IRE),W J Lee,0,Kevin Coleman,6th,Neck,5,9-5,91,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,San Aer (IRE),M W Hassett,5,T Mullins,5th,1/2 l,7,8-10t,82,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Coeur d'Or (IRE),C D Hayes,0,D K Weld,4th,Neck,9,10-0t,100,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Slieve Binnian (IRE),L T McAteer,0,D Marnane,3rd,Neck,5,8-12,84,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Serialise (IRE),S Foley,0,Mrs J Harrington,2nd,2 1/4 l,4,8-13,85,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Skukuza,R L Moore,0,E A L Dunlop,1st,N/A,4,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Blues Emperor (IRE),B M Coen,0,J P Murtagh,18th,1/2 l,6,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Derry Lad (IRE),W M Lordan,0,E Mullins,17th,3/4 l,7,8-9t1,81,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Presence (IRE),K G Kennedy,5,Mrs J Harrington,16th,1 1/4 l,4,9-2p,88,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Eighty Eight (IRE),J Pietropaolo,7,J Feane,15th,1 3/4 l,6,8-7,75,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Indigo Five (IRE),W Joyce,3,J Feane,14th,Short Head,6,9-11,97,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Perfect Judgement (IRE),J A Powell,3,Stephen Thorne,13th,3/4 l,4,9-5b,91,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Grey Leader (IRE),G F Carroll,0,J G Murphy,12th,1/2 l,5,9-4,90,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,State Actor (IRE),C T Keane,0,W T Farrell,11th,2 l,5,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Exquisite Acclaim (IRE),Adam Caffrey,0,A McGuinness,10th,Neck,6,9-3p,89,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Enchanted Garden (IRE),R P Cleary,0,A Mullins,9th,1 1/4 l,4,8-7,77,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,No More Porter (IRE),D P McDonogh,0,A McGuinness,8th,Neck,7,8-9tp,81,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Lord Church (IRE),O Murphy,0,E Mullins,7th,3/4 l,4,9-1,87,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Akecheta (IRE),W J Lee,0,Kevin Coleman,6th,Neck,5,9-5,91,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,San Aer (IRE),M W Hassett,5,T Mullins,5th,1/2 l,7,8-10t,82,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Coeur d'Or (IRE),C D Hayes,0,D K Weld,4th,Neck,9,10-0t,100,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Slieve Binnian (IRE),L T McAteer,0,D Marnane,3rd,Neck,5,8-12,84,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Serialise (IRE),S Foley,0,Mrs J Harrington,2nd,2 1/4 l,4,8-13,85,True,176,47
Curragh Racing Results | 24th May 2025 16:15,N/A,16:15,Good,1m,Skukuza,R L Moore,0,E A L Dunlop,1st,N/A,4,9-9,95,True,176,47
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Verhoyen,J Cleary,5,M C Grassick,20th,4 3/4 l,10,9-2p,77,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Marakesh,S Foley,0,H De Bromhead,19th,3/4 l,5,9-5,80,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Transcending Glory (IRE),P McGettigan,7,J P Murtagh,18th,Neck,4,10-0h1,89,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Just For One Day (IRE),K J Leonard,0,M A Molloy,17th,1 1/2 l,5,8-7,68,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Penny Mountain (IRE),L F Roche,0,A Mullins,16th,1 l,4,8-7,66,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Merlin The Wizard,N M Crosse,0,J Feane,15th,1 3/4 l,5,9-13,88,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Four Blondes (IRE),D W O'Connor,0,R O'Sullivan,14th,Neck,4,9-8,83,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Eyema Candy Girl (AUS),D P McDonogh,0,J P O'Brien,13th,Nose,5,8-13,74,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Shavasi (IRE),D McMonagle,0,J P O'Brien,12th,Neck,4,9-8,83,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Black Storm (IRE),C D Hayes,0,Kevin Coleman,11th,Nose,4,8-10,71,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Gordon Bennett (IRE),J A Heffernan,0,R Brabazon,10th,1 l,7,8-10,71,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Merisi Diamond (IRE),W J Lee,0,Ms J Morgan,9th,1/2 l,6,9-7,82,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Rappell (IRE),R Whearty,3,P W Flynn,8th,1 1/2 l,4,8-12,73,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,7th,Head,4,9-11p,86,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Genuine Article,C T Keane,0,G Keane,6th,3/4 l,5,9-6,81,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Plume Noire (IRE),J Kearney,3,G Keane,5th,Nose,7,9-10,85,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Secret Magician (IRE),W M Lordan,0,M Hassett,4th,1/2 l,6,8-7tb,62,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Genesis (IRE),R P Cleary,0,Alan McIntyre,3rd,Nose,4,8-9t,70,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Pinar Del Rio,P A Harnett,5,K P Cotter,2nd,2 l,6,9-4p,79,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Goal Exceeded,Adam Caffrey,0,A McGuinness,1st,N/A,4,8-12,73,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Verhoyen,J Cleary,5,M C Grassick,20th,4 3/4 l,10,9-2p,77,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Marakesh,S Foley,0,H De Bromhead,19th,3/4 l,5,9-5,80,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Transcending Glory (IRE),P McGettigan,7,J P Murtagh,18th,Neck,4,10-0h1,89,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Just For One Day (IRE),K J Leonard,0,M A Molloy,17th,1 1/2 l,5,8-7,68,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Penny Mountain (IRE),L F Roche,0,A Mullins,16th,1 l,4,8-7,66,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Merlin The Wizard,N M Crosse,0,J Feane,15th,1 3/4 l,5,9-13,88,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Four Blondes (IRE),D W O'Connor,0,R O'Sullivan,14th,Neck,4,9-8,83,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Eyema Candy Girl (AUS),D P McDonogh,0,J P O'Brien,13th,Nose,5,8-13,74,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Shavasi (IRE),D McMonagle,0,J P O'Brien,12th,Neck,4,9-8,83,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Black Storm (IRE),C D Hayes,0,Kevin Coleman,11th,Nose,4,8-10,71,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Gordon Bennett (IRE),J A Heffernan,0,R Brabazon,10th,1 l,7,8-10,71,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Merisi Diamond (IRE),W J Lee,0,Ms J Morgan,9th,1/2 l,6,9-7,82,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Rappell (IRE),R Whearty,3,P W Flynn,8th,1 1/2 l,4,8-12,73,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,7th,Head,4,9-11p,86,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Genuine Article,C T Keane,0,G Keane,6th,3/4 l,5,9-6,81,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Plume Noire (IRE),J Kearney,3,G Keane,5th,Nose,7,9-10,85,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Secret Magician (IRE),W M Lordan,0,M Hassett,4th,1/2 l,6,8-7tb,62,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Genesis (IRE),R P Cleary,0,Alan McIntyre,3rd,Nose,4,8-9t,70,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Pinar Del Rio,P A Harnett,5,K P Cotter,2nd,2 l,6,9-4p,79,True,176,48
Curragh Racing Results | 24th May 2025 16:50,N/A,16:50,Good,7f,Goal Exceeded,Adam Caffrey,0,A McGuinness,1st,N/A,4,8-12,73,True,176,48
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Jagged Edge (IRE),C D Hayes,0,D K Weld,11th,1/2 l,3,9-12,90,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Glyndwr (IRE),Nicola Burns,7,G M Lyons,10th,1/2 l,3,9-8,86,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Gangsta Man (IRE),W Joyce,3,K Smith,9th,3 1/4 l,3,8-9,73,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Powerful Lady (FR),O Murphy,0,N Lupini,8th,1 1/4 l,3,9-1,79,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Monotone (IRE),D P McDonogh,0,J S Bolger,7th,Neck,3,9-6,84,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Scott Key (IRE),A J Slattery,0,A Slattery,6th,Head,3,9-5,83,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Nancy J (IRE),K G Kennedy,5,Mrs J Harrington,5th,Head,3,10-0p1,92,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Far From Dandy (IRE),J Kearney,3,Stephen Thorne,4th,2 1/4 l,3,9-2,80,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,East Hampton,L T McAteer,0,D Marnane,3rd,Nose,3,10-4,96,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Shameful (IRE),C T Keane,0,C G Cox,2nd,3/4 l,3,9-12,90,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Iceford (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-8p,86,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Jagged Edge (IRE),C D Hayes,0,D K Weld,11th,1/2 l,3,9-12,90,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Glyndwr (IRE),Nicola Burns,7,G M Lyons,10th,1/2 l,3,9-8,86,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Gangsta Man (IRE),W Joyce,3,K Smith,9th,3 1/4 l,3,8-9,73,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Powerful Lady (FR),O Murphy,0,N Lupini,8th,1 1/4 l,3,9-1,79,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Monotone (IRE),D P McDonogh,0,J S Bolger,7th,Neck,3,9-6,84,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Scott Key (IRE),A J Slattery,0,A Slattery,6th,Head,3,9-5,83,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Nancy J (IRE),K G Kennedy,5,Mrs J Harrington,5th,Head,3,10-0p1,92,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Far From Dandy (IRE),J Kearney,3,Stephen Thorne,4th,2 1/4 l,3,9-2,80,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,East Hampton,L T McAteer,0,D Marnane,3rd,Nose,3,10-4,96,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Shameful (IRE),C T Keane,0,C G Cox,2nd,3/4 l,3,9-12,90,True,176,49
Curragh Racing Results | 24th May 2025 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Iceford (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-8p,86,True,176,49
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Cezarro (IRE),N M Crosse,0,John O'Donoghue,11th,4 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Crosshaven,C T Keane,0,J J Murphy,10th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Steel Cut (IRE),W J Lee,0,A Oliver,9th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Bear Creek,D P McDonogh,0,J P O'Brien,8th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Tracker Issue (IRE),R Coakley,0,J S Bolger,7th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Rizal (FR),B M Coen,0,J P Murtagh,6th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Sears Crossing (IRE),S Foley,0,Mrs J Harrington,5th,5 1/2 l,3,9-8p1,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Valorous Power (GER),D McMonagle,0,J P O'Brien,4th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Esherann (FR),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Our Friend Mouse (IRE),G F Carroll,0,A Oliver,2nd,3 1/2 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Propose (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Cezarro (IRE),N M Crosse,0,John O'Donoghue,11th,4 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Crosshaven,C T Keane,0,J J Murphy,10th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Steel Cut (IRE),W J Lee,0,A Oliver,9th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Bear Creek,D P McDonogh,0,J P O'Brien,8th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Tracker Issue (IRE),R Coakley,0,J S Bolger,7th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Rizal (FR),B M Coen,0,J P Murtagh,6th,1 3/4 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Sears Crossing (IRE),S Foley,0,Mrs J Harrington,5th,5 1/2 l,3,9-8p1,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Valorous Power (GER),D McMonagle,0,J P O'Brien,4th,Head,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Esherann (FR),C D Hayes,0,D K Weld,3rd,1 1/2 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Our Friend Mouse (IRE),G F Carroll,0,A Oliver,2nd,3 1/2 l,3,9-8,-,True,176,50
Curragh Racing Results | 24th May 2025 17:55,N/A,17:55,Good (Good To Yielding In Places)  (Turf),1m 2f,Propose (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,176,50
