track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Keepcalmandsailon,G F Carroll,0,A Oliver,2nd,1 1/4 l,3,9-8t,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Sweet Thing (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Barton Key (IRE),H J Horgan,5,J P O'Brien,NR,N/A,2,9-11t,72,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Clever And Classy (IRE),R P Cleary,0,J S Bolger,8th,2 l,2,8-8,55,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Adrenaline Rush (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,2,9-9p,70,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Sea Fort,R C Colgan,0,S Lavery,6th,1 1/2 l,2,9-6t,67,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Drish Samphire (IRE),W Joyce,5,D Commins,5th,3/4 l,2,8-7h,54,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Wish This,J M Sheridan,0,Miss Jennifer Anne Lynch,4th,1 1/4 l,2,9-6,67,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Unique Journey (IRE),S T McCullagh,3,Daniel Murphy,3rd,1/2 l,2,9-4p1,65,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Zambales,C T Keane,0,G M Lyons,2nd,Short Head,2,9-12,73,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Gazelle D'or (IRE),J Cleary,7,M C Grassick,1st,N/A,2,9-11,72,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Barton Key (IRE),H J Horgan,5,J P O'Brien,NR,N/A,2,9-11t,72,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Clever And Classy (IRE),R P Cleary,0,J S Bolger,8th,2 l,2,8-8,55,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Adrenaline Rush (IRE),S Foley,0,Mrs J Harrington,7th,3/4 l,2,9-9p,70,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Sea Fort,R C Colgan,0,S Lavery,6th,1 1/2 l,2,9-6t,67,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Drish Samphire (IRE),W Joyce,5,D Commins,5th,3/4 l,2,8-7h,54,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Wish This,J M Sheridan,0,Miss Jennifer Anne Lynch,4th,1 1/4 l,2,9-6,67,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Unique Journey (IRE),S T McCullagh,3,Daniel Murphy,3rd,1/2 l,2,9-4p1,65,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Zambales,C T Keane,0,G M Lyons,2nd,Short Head,2,9-12,73,True,144,39
Navan Racing Results | 9th October 2024 14:51,N/A,14:51,Good To Yielding (Good In Places),5f 180y,Gazelle D'or (IRE),J Cleary,7,M C Grassick,1st,N/A,2,9-11,72,True,144,39
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Step Back In Time (IRE),J Cleary,2,C Timmons,NR,N/A,6,8-12p,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Gobi Star (IRE),Gabriella Hill,7,J Barcoe,18th,2 l,6,9-7,56,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Seeingisbelieving (IRE),W Joyce,0,M Mulvany,17th,4 3/4 l,5,10-1,64,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Un Bacio Ancora (IRE),I Francis,7,J Barcoe,16th,2 1/2 l,5,8-12,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Shoebox King (IRE),P A Harnett,0,Kevin Coleman,15th,11 l,5,9-2,51,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Times In Oz (IRE),S Coen,7,Daniel Murphy,14th,3/4 l,3,9-9,58,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Lismacbryan (IRE),P McGettigan,7,P Magee,13th,2 l,3,9-9,58,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Sunday Sovereign,R M Mulligan,7,G A Kingston,12th,1 3/4 l,7,10-0,63,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Stanhope,M W Hassett,0,J C McConnell,11th,1/2 l,10,9-1,50,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Coolcalmncollected,Ms N Burns,7,Ciaran Murphy,10th,3/4 l,4,8-12b,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Bruce Lightning (IRE),J Kearney,0,P Martin,9th,Neck,3,10-2t,65,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Limoncello Lady (IRE),K G Kennedy,2,Mrs J Harrington,8th,1 1/2 l,3,9-6v,55,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Mogwli (IRE),Megan Telford-Kelly,7,W McCreery,7th,1 l,7,9-13v,62,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Downforce (IRE),D J Power,7,W McCreery,6th,1/2 l,12,9-12,61,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Nordic Passage (IRE),Neve Bennett,4,J F Levins,5th,Nose,9,8-12t,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Art Of Unity,J Pietropaolo,7,M Kelly,4th,Neck,9,9-5v,52,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Superior Council (IRE),H J Horgan,0,J F Levins,3rd,1/2 l,5,8-12p,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Jackie Brown (IRE),C Horgan,4,Mrs C O'Leary,2nd,1/2 l,4,8-12t,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Rosato (IRE),D S O'Sullivan,7,Charles Weld,1st,N/A,3,9-4,53,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Step Back In Time (IRE),J Cleary,2,C Timmons,NR,N/A,6,8-12p,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Gobi Star (IRE),Gabriella Hill,7,J Barcoe,18th,2 l,6,9-7,56,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Seeingisbelieving (IRE),W Joyce,0,M Mulvany,17th,4 3/4 l,5,10-1,64,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Un Bacio Ancora (IRE),I Francis,7,J Barcoe,16th,2 1/2 l,5,8-12,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Shoebox King (IRE),P A Harnett,0,Kevin Coleman,15th,11 l,5,9-2,51,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Times In Oz (IRE),S Coen,7,Daniel Murphy,14th,3/4 l,3,9-9,58,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Lismacbryan (IRE),P McGettigan,7,P Magee,13th,2 l,3,9-9,58,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Sunday Sovereign,R M Mulligan,7,G A Kingston,12th,1 3/4 l,7,10-0,63,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Stanhope,M W Hassett,0,J C McConnell,11th,1/2 l,10,9-1,50,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Coolcalmncollected,Ms N Burns,7,Ciaran Murphy,10th,3/4 l,4,8-12b,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Bruce Lightning (IRE),J Kearney,0,P Martin,9th,Neck,3,10-2t,65,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Limoncello Lady (IRE),K G Kennedy,2,Mrs J Harrington,8th,1 1/2 l,3,9-6v,55,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Mogwli (IRE),Megan Telford-Kelly,7,W McCreery,7th,1 l,7,9-13v,62,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Downforce (IRE),D J Power,7,W McCreery,6th,1/2 l,12,9-12,61,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Nordic Passage (IRE),Neve Bennett,4,J F Levins,5th,Nose,9,8-12t,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Art Of Unity,J Pietropaolo,7,M Kelly,4th,Neck,9,9-5v,52,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Superior Council (IRE),H J Horgan,0,J F Levins,3rd,1/2 l,5,8-12p,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Jackie Brown (IRE),C Horgan,4,Mrs C O'Leary,2nd,1/2 l,4,8-12t,47,True,144,40
Navan Racing Results | 9th October 2024 15:21,N/A,15:21,Good To Yielding (Good In Places),5f 180y,Rosato (IRE),D S O'Sullivan,7,Charles Weld,1st,N/A,3,9-4,53,True,144,40
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Drucker (USA),A J Slattery,0,A Slattery,NR,N/A,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Let Her Cook (IRE),D W O'Connor,0,William Harvey,11th,Nose,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Kasjopea (IRE),G M Ryan,0,Daniel Murphy,10th,1/2 l,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Gforcejenny (IRE),G F Carroll,0,L Breen,9th,5 l,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Elvetham (IRE),C D Hayes,0,D K Weld,8th,1 1/4 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,New Wave (IRE),R P Cleary,0,J S Bolger,7th,1 l,2,9-2t,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Dancing Bay (IRE),R P Whelan,0,John O'Donoghue,6th,5 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Combs (IRE),D P McDonogh,0,G Elliott,5th,Neck,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Des Moines (IRE),J Cleary,7,A P O'Brien,4th,2 1/2 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Light As Air (IRE),D McMonagle,0,A P O'Brien,3rd,1 3/4 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Red King (IRE),W J Lee,0,A Oliver,2nd,3 1/2 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Isambard Brunel (USA),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Drucker (USA),A J Slattery,0,A Slattery,NR,N/A,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Let Her Cook (IRE),D W O'Connor,0,William Harvey,11th,Nose,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Kasjopea (IRE),G M Ryan,0,Daniel Murphy,10th,1/2 l,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Gforcejenny (IRE),G F Carroll,0,L Breen,9th,5 l,2,9-2,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Elvetham (IRE),C D Hayes,0,D K Weld,8th,1 1/4 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,New Wave (IRE),R P Cleary,0,J S Bolger,7th,1 l,2,9-2t,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Dancing Bay (IRE),R P Whelan,0,John O'Donoghue,6th,5 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Combs (IRE),D P McDonogh,0,G Elliott,5th,Neck,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Des Moines (IRE),J Cleary,7,A P O'Brien,4th,2 1/2 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Light As Air (IRE),D McMonagle,0,A P O'Brien,3rd,1 3/4 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Red King (IRE),W J Lee,0,A Oliver,2nd,3 1/2 l,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 15:51,N/A,15:51,Good To Yielding (Good In Places),1m 10y,Isambard Brunel (USA),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,144,41
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Mile End,D S O'Sullivan,7,Ciaran Murphy,NR,N/A,4,9-9b,81,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Vasda (IRE),H J Horgan,5,J P O'Brien,NR,N/A,4,9-10t,82,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,6th,11 l,3,9-3t1,78,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Shavasi (IRE),D McMonagle,0,J P O'Brien,5th,Short Head,3,9-10,85,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Stormie Outlook (IRE),S Foley,0,E J O'Grady,4th,Neck,5,9-1t,73,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Tachos (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,9-1v1,76,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Quadruple,C T Keane,0,G M Lyons,2nd,1/2 l,3,10-0,89,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Golden Ocean (GER),J A Heffernan,0,M O'Callaghan,1st,N/A,3,9-12,87,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Mile End,D S O'Sullivan,7,Ciaran Murphy,NR,N/A,4,9-9b,81,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Vasda (IRE),H J Horgan,5,J P O'Brien,NR,N/A,4,9-10t,82,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,6th,11 l,3,9-3t1,78,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Shavasi (IRE),D McMonagle,0,J P O'Brien,5th,Short Head,3,9-10,85,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Stormie Outlook (IRE),S Foley,0,E J O'Grady,4th,Neck,5,9-1t,73,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Tachos (IRE),C D Hayes,0,D K Weld,3rd,1/2 l,3,9-1v1,76,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Quadruple,C T Keane,0,G M Lyons,2nd,1/2 l,3,10-0,89,True,144,42
Navan Racing Results | 9th October 2024 16:22,N/A,16:22,Good To Yielding (Good In Places),1m 10y,Golden Ocean (GER),J A Heffernan,0,M O'Callaghan,1st,N/A,3,9-12,87,True,144,42
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Cannes Do (IRE),C D Hayes,0,P Byrne,16th,1/2 l,5,9-5,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Boskill Carmel (IRE),K G Kennedy,7,J P Fahey,15th,1 3/4 l,3,8-8p1,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Jawhary,Adam Caffrey,3,A McGuinness,14th,1 l,6,9-9v,58,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,L'immortale (IRE),G M Ryan,0,Thomas Dowling,13th,2 1/4 l,4,8-12,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Tea Olive (FR),S T McCullagh,3,L Breen,12th,1 l,4,9-13,62,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Rumi,J A Heffernan,0,E J O'Grady,11th,14 l,6,10-1,64,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Higher Kingdom,G F Carroll,0,J C McConnell,10th,Neck,7,9-7t,56,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Bhean Saibhre (IRE),J Cleary,7,A A Howard,9th,Neck,3,8-8p1,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Simpson's Paradox (IRE),C D Maxwell,0,J A Kinsella,8th,1 l,4,9-11tp1,60,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,The Real Screamer (IRE),M W Hassett,5,P W Flynn,7th,3/4 l,3,8-8,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Plunkett Street,N M Crosse,0,Michael W O'Meara,6th,2 l,6,9-5p,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Highland Bells (IRE),W Joyce,5,M Mulvany,5th,5 l,3,8-8,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,4th,Neck,4,9-11,60,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Naisiun (IRE),R P Cleary,0,J S Bolger,3rd,1/2 l,3,9-1,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Special Angel (IRE),R Whearty,3,A Murray,2nd,2 1/4 l,3,9-11,64,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Calzaghi (IRE),R C Colgan,0,Kevin Coleman,1st,N/A,4,9-9,58,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Cannes Do (IRE),C D Hayes,0,P Byrne,16th,1/2 l,5,9-5,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Boskill Carmel (IRE),K G Kennedy,7,J P Fahey,15th,1 3/4 l,3,8-8p1,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Jawhary,Adam Caffrey,3,A McGuinness,14th,1 l,6,9-9v,58,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,L'immortale (IRE),G M Ryan,0,Thomas Dowling,13th,2 1/4 l,4,8-12,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Tea Olive (FR),S T McCullagh,3,L Breen,12th,1 l,4,9-13,62,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Rumi,J A Heffernan,0,E J O'Grady,11th,14 l,6,10-1,64,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Higher Kingdom,G F Carroll,0,J C McConnell,10th,Neck,7,9-7t,56,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Bhean Saibhre (IRE),J Cleary,7,A A Howard,9th,Neck,3,8-8p1,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Simpson's Paradox (IRE),C D Maxwell,0,J A Kinsella,8th,1 l,4,9-11tp1,60,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,The Real Screamer (IRE),M W Hassett,5,P W Flynn,7th,3/4 l,3,8-8,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Plunkett Street,N M Crosse,0,Michael W O'Meara,6th,2 l,6,9-5p,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Highland Bells (IRE),W Joyce,5,M Mulvany,5th,5 l,3,8-8,47,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,4th,Neck,4,9-11,60,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Naisiun (IRE),R P Cleary,0,J S Bolger,3rd,1/2 l,3,9-1,54,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Special Angel (IRE),R Whearty,3,A Murray,2nd,2 1/4 l,3,9-11,64,True,144,43
Navan Racing Results | 9th October 2024 16:57,N/A,16:57,Good To Yielding (Good In Places),1m 2f,Calzaghi (IRE),R C Colgan,0,Kevin Coleman,1st,N/A,4,9-9,58,True,144,43
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Step To Somewhere,C D Hayes,0,D K Weld,NR,N/A,3,9-11b1,64,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Kilbarry Jack (IRE),Adam Caffrey,3,A McGuinness,15th,1 l,3,8-11,50,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Chimeric (IRE),D W O'Connor,0,J F Levins,14th,Head,7,9-9p,58,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Dabana (IRE),G F Carroll,0,J C McConnell,13th,2 l,5,10-2t,65,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Mr Mills (IRE),R C Colgan,0,C Timmons,12th,3 1/4 l,6,9-6,55,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Thefullbackline,T Manley-Pender,10,M Fahey,11th,Neck,5,9-9,58,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Gudrun Genberg (IRE),M W Hassett,5,A A Howard,10th,1/2 l,5,8-12,47,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Clifftop,Siobhan Rutledge,3,H Rogers,9th,1/2 l,8,8-13,48,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Picpoul (IRE),D McMonagle,0,M Rice,8th,1/2 l,6,10-0t,63,True,144,44
Navan Racing Results | 9th October 2024 17:27,N/A,17:27,Good To Yielding (Good In Places),1m 2f,Lady Montse (IRE),J A Heffernan,0,John M Harney,7th,2 l,4,8-13,48,True,144,44
