track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Killinure Lass (IRE),Sam Ewing,0,J P Dempsey,10th,2 l,7,11-12p1,107,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Malbay Madness (IRE),D Meyler,0,E Mullins,9th,Neck,4,11-9h,108,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Flicker Of Hope (FR),A P Kelly,5,M Fahey,8th,3/4 l,5,11-12,107,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Tell Us This (IRE),C Stone-Walsh,5,G P Cromwell,7th,3/4 l,5,11-8,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Aussie Warrior (IRE),P T Enright,0,T R Hughes,6th,3/4 l,5,11-8,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Tankardstown Diva (IRE),J W Kennedy,0,Ian Donoghue,5th,3 l,5,11-9,104,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Harley Street (IRE),M P Walsh,0,J P O'Brien,4th,1/2 l,5,11-8b,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Vischio (IRE),D E Mullins,0,R Donohoe,3rd,1 3/4 l,7,12-0,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Clonbury Bridge (IRE),D J Gilligan,3,J P Dempsey,2nd,10 l,8,11-10tb,105,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Son Of Hypnos (IRE),J Smith,7,K Smith,1st,N/A,7,11-8tb1,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Golden Sandbanks,K C Sexton,0,P W Flynn,S,N/A,7,11-13tp,108,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,The Banger Doyle (IRE),D J O'Keeffe,0,J Queally,F,N/A,8,12-0,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Ahead Of The Posse (IRE),K M Donoghue,0,G P Cromwell,18th,2 1/4 l,7,12-0b,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Explosive Boy (FR),D King,0,Mrs C O'Leary,17th,14 l,10,11-12t,107,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Slim Marvel (FR),P K Donovan,5,A Slattery,16th,2 1/4 l,6,11-10,105,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Burren Song (IRE),E Walsh,0,Ciaran Murphy,15th,5 1/2 l,6,11-11t,106,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Ernie From Nurney (IRE),P T Smithers,7,P Roche,14th,8 1/2 l,7,11-13t,108,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Reflectionist (FR),K E Buckley,0,G P Cromwell,13th,1 1/4 l,7,12-0t,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Action Motion (IRE),A Harvey,7,D Hogan,12th,1 1/2 l,5,12-0tp,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Moon Rise Beauty (FR),S Cleary-Farrell,7,W P Mullins,11th,3/4 l,7,11-13t,108,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Killinure Lass (IRE),Sam Ewing,0,J P Dempsey,10th,2 l,7,11-12p1,107,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Malbay Madness (IRE),D Meyler,0,E Mullins,9th,Neck,4,11-9h,108,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Flicker Of Hope (FR),A P Kelly,5,M Fahey,8th,3/4 l,5,11-12,107,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Tell Us This (IRE),C Stone-Walsh,5,G P Cromwell,7th,3/4 l,5,11-8,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Aussie Warrior (IRE),P T Enright,0,T R Hughes,6th,3/4 l,5,11-8,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Tankardstown Diva (IRE),J W Kennedy,0,Ian Donoghue,5th,3 l,5,11-9,104,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Harley Street (IRE),M P Walsh,0,J P O'Brien,4th,1/2 l,5,11-8b,103,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Vischio (IRE),D E Mullins,0,R Donohoe,3rd,1 3/4 l,7,12-0,109,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Clonbury Bridge (IRE),D J Gilligan,3,J P Dempsey,2nd,10 l,8,11-10tb,105,True,130,39
Galway Racing Results | 29th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 130y,Son Of Hypnos (IRE),J Smith,7,K Smith,1st,N/A,7,11-8tb1,103,True,130,39
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Whiskey And Beer (IRE),C T Keane,0,E Mullins,8th,1 1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,High Favour (IRE),R P Cleary,0,J S Bolger,7th,11 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Berto Ramirez,L T McAteer,0,D Marnane,6th,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Winston Junior (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Truth Be Told (IRE),C D Hayes,0,D K Weld,4th,1 1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Viking Invasion (IRE),D P McDonogh,0,J P O'Brien,3rd,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Admiral Churchill,W J Lee,0,P Twomey,2nd,2 1/4 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Whiskey And Beer (IRE),C T Keane,0,E Mullins,8th,1 1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,High Favour (IRE),R P Cleary,0,J S Bolger,7th,11 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Berto Ramirez,L T McAteer,0,D Marnane,6th,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Winston Junior (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Truth Be Told (IRE),C D Hayes,0,D K Weld,4th,1 1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Viking Invasion (IRE),D P McDonogh,0,J P O'Brien,3rd,1/2 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Admiral Churchill,W J Lee,0,P Twomey,2nd,2 1/4 l,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:00,N/A,18:00,Yielding  (Turf),7f,Rock Of Cashel (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5,-,True,130,40
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Enchanted Garden (IRE),J A Heffernan,0,A Mullins,NR,N/A,3,9-10,75,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Speedwood (FR),C D Hayes,0,E & P Harty,15th,4 3/4 l,3,9-9t1,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,14th,1 1/2 l,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Velvet Skies (IRE),B M Coen,0,M Mulvany,13th,1 1/2 l,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Avatar Jet (IRE),G F Carroll,0,M Fahey,12th,Neck,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,11th,2 l,3,9-9,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Staysound Susie (IRE),A J Slattery,0,A Slattery,10th,2 1/4 l,3,10-0,79,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Lia Fail (IRE),W Joyce,5,M Mulvany,9th,Neck,3,9-7t,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Uncle Albert (IRE),C T Keane,0,K P Cotter,8th,3 l,3,9-12,77,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Auguste Lumiere (IRE),R P Cleary,0,J S Bolger,7th,3/4 l,3,9-10,75,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Signor Ferrari (IRE),H J Horgan,5,J Feane,6th,4 1/2 l,3,9-8,73,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Perfect Judgement (IRE),R P Whelan,0,J Davison,5th,Head,3,9-9p,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Cornahilt Soldier (IRE),Adam Caffrey,3,K Smith,4th,1 1/4 l,3,9-8t,73,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Louiescall (IRE),M W Hassett,5,D H Kelly,3rd,Short Head,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Cuban Confusion,D S O'Sullivan,10,D Marnane,2nd,1 1/2 l,3,9-11,76,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Artful Approach (IRE),J J G Ryan,5,J Davison,1st,N/A,3,9-8,73,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Enchanted Garden (IRE),J A Heffernan,0,A Mullins,NR,N/A,3,9-10,75,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Speedwood (FR),C D Hayes,0,E & P Harty,15th,4 3/4 l,3,9-9t1,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Madame Plaintiff (IRE),R Whearty,5,G P Cromwell,14th,1 1/2 l,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Velvet Skies (IRE),B M Coen,0,M Mulvany,13th,1 1/2 l,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Avatar Jet (IRE),G F Carroll,0,M Fahey,12th,Neck,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,11th,2 l,3,9-9,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Staysound Susie (IRE),A J Slattery,0,A Slattery,10th,2 1/4 l,3,10-0,79,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Lia Fail (IRE),W Joyce,5,M Mulvany,9th,Neck,3,9-7t,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Uncle Albert (IRE),C T Keane,0,K P Cotter,8th,3 l,3,9-12,77,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Auguste Lumiere (IRE),R P Cleary,0,J S Bolger,7th,3/4 l,3,9-10,75,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Signor Ferrari (IRE),H J Horgan,5,J Feane,6th,4 1/2 l,3,9-8,73,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Perfect Judgement (IRE),R P Whelan,0,J Davison,5th,Head,3,9-9p,74,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Cornahilt Soldier (IRE),Adam Caffrey,3,K Smith,4th,1 1/4 l,3,9-8t,73,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Louiescall (IRE),M W Hassett,5,D H Kelly,3rd,Short Head,3,9-7,72,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Cuban Confusion,D S O'Sullivan,10,D Marnane,2nd,1 1/2 l,3,9-11,76,True,130,41
Galway Racing Results | 29th July 2024 18:40,N/A,18:40,Yielding,7f,Artful Approach (IRE),J J G Ryan,5,J Davison,1st,N/A,3,9-8,73,True,130,41
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Chiricahua (IRE),Mr J W Hendrick,7,P Nolan,PU,N/A,7,11-9tb,92,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Sionnach Eile (IRE),Mr D Doyle,7,J G Murphy,PU,N/A,7,11-10,93,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Dubai Leader,Ms L Dowdall,0,D Kinsella,18th,21 l,5,11-0ht,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Weston (GER),Mr L P Shanahan,7,H Rogers,17th,8 1/2 l,5,11-13,96,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Dads Lad (IRE),Miss R Dudfield,7,W P Mullins,16th,20 l,9,11-0t,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,La Hacienda,Mr Martin McIntyre,7,M J Smith,15th,1/2 l,7,11-5p,88,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Shajak (IRE),Mr H C Swan,3,G Elliott,14th,Neck,5,11-9tb1,92,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Drop The Anchor (IRE),Mr J H Williamson,7,P A Fahy,13th,1 3/4 l,10,11-6,89,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Teed Up (IRE),Mr J L Gleeson,5,E Mullins,12th,4 1/4 l,7,11-12,95,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Alphonse Le Grande (IRE),Mr B M Coonan,7,Mrs C O'Leary,11th,1 3/4 l,5,11-4t,87,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Enniskerry (IRE),Mr F Maguire,0,B Connell,10th,3 3/4 l,10,11-12t,95,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Lot of Joy (IRE),Mr P W Mullins,0,W P Mullins,9th,4 1/2 l,6,11-5,88,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Metier (IRE),Miss A B O'Connor,0,H Fry,8th,1 1/2 l,8,12-2t,99,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Mt Leinster (IRE),Mr A P Ryan,7,J C McConnell,7th,1 1/4 l,10,11-2p1,85,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Pinot Gris (IRE),Mr D G Lavery,0,G P Cromwell,6th,1/2 l,4,11-0,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Enfranchise (IRE),Mr D O'Connor,0,J J Hanlon,5th,Neck,6,12-0,97,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Lord Erskine (IRE),Miss M Walsh,7,H Rogers,4th,1 3/4 l,11,11-2b,85,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Spasiba (FR),Miss J Townend,0,W P Mullins,3rd,1 1/2 l,5,11-4,87,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Baltic Bird,Mr J C Barry,0,W Durkan,2nd,3 1/2 l,5,11-1,84,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Sirius (FR),Mr D H Dunsdon,0,W P Mullins,1st,N/A,5,10-13h,82,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Chiricahua (IRE),Mr J W Hendrick,7,P Nolan,PU,N/A,7,11-9tb,92,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Sionnach Eile (IRE),Mr D Doyle,7,J G Murphy,PU,N/A,7,11-10,93,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Dubai Leader,Ms L Dowdall,0,D Kinsella,18th,21 l,5,11-0ht,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Weston (GER),Mr L P Shanahan,7,H Rogers,17th,8 1/2 l,5,11-13,96,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Dads Lad (IRE),Miss R Dudfield,7,W P Mullins,16th,20 l,9,11-0t,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,La Hacienda,Mr Martin McIntyre,7,M J Smith,15th,1/2 l,7,11-5p,88,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Shajak (IRE),Mr H C Swan,3,G Elliott,14th,Neck,5,11-9tb1,92,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Drop The Anchor (IRE),Mr J H Williamson,7,P A Fahy,13th,1 3/4 l,10,11-6,89,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Teed Up (IRE),Mr J L Gleeson,5,E Mullins,12th,4 1/4 l,7,11-12,95,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Alphonse Le Grande (IRE),Mr B M Coonan,7,Mrs C O'Leary,11th,1 3/4 l,5,11-4t,87,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Enniskerry (IRE),Mr F Maguire,0,B Connell,10th,3 3/4 l,10,11-12t,95,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Lot of Joy (IRE),Mr P W Mullins,0,W P Mullins,9th,4 1/2 l,6,11-5,88,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Metier (IRE),Miss A B O'Connor,0,H Fry,8th,1 1/2 l,8,12-2t,99,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Mt Leinster (IRE),Mr A P Ryan,7,J C McConnell,7th,1 1/4 l,10,11-2p1,85,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Pinot Gris (IRE),Mr D G Lavery,0,G P Cromwell,6th,1/2 l,4,11-0,83,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Enfranchise (IRE),Mr D O'Connor,0,J J Hanlon,5th,Neck,6,12-0,97,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Lord Erskine (IRE),Miss M Walsh,7,H Rogers,4th,1 3/4 l,11,11-2b,85,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Spasiba (FR),Miss J Townend,0,W P Mullins,3rd,1 1/2 l,5,11-4,87,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Baltic Bird,Mr J C Barry,0,W Durkan,2nd,3 1/2 l,5,11-1,84,True,130,42
Galway Racing Results | 29th July 2024 19:10,N/A,19:10,Yielding,2m 179y,Sirius (FR),Mr D H Dunsdon,0,W P Mullins,1st,N/A,5,10-13h,82,True,130,42
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,There's No Limit (IRE),J A Powell,3,C Collins,NR,N/A,3,8-7p,66,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Brosna Town (IRE),J J G Ryan,5,D K Weld,13th,9 l,3,9-9,83,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Chick Flick (IRE),A J Slattery,0,J Halley,12th,4 1/4 l,3,8-12,72,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Cruden,S Foley,0,Mrs J Harrington,11th,8 1/2 l,3,10-0t,88,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Castleheath (IRE),B M Coen,0,Ciaran Murphy,10th,1 1/2 l,3,9-3,77,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Courageous Strike,R Whearty,5,A Murray,9th,1 l,3,9-6,80,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Dont Do Dramas (IRE),W Joyce,5,M Mulvany,8th,Head,3,8-13,73,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Ephesus (IRE),W M Lordan,0,A P O'Brien,7th,1/2 l,3,9-13p,87,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Tiscommonknowledge (IRE),M W Hassett,5,P Roche,6th,1 1/2 l,3,8-13,73,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Empress Alma (IRE),C D Hayes,0,G P Cromwell,5th,1 1/2 l,3,8-8,68,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Naturally Nimble (GER),D P McDonogh,0,J P O'Brien,4th,Nose,3,9-8,82,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Himalayan Heights (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-11,85,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Highland Bling (IRE),K G Kennedy,7,Mrs J Harrington,2nd,Neck,3,9-8p,82,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Kentucky Gal (IRE),R P Cleary,0,A Mullins,1st,N/A,3,8-9,69,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,There's No Limit (IRE),J A Powell,3,C Collins,NR,N/A,3,8-7p,66,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Brosna Town (IRE),J J G Ryan,5,D K Weld,13th,9 l,3,9-9,83,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Chick Flick (IRE),A J Slattery,0,J Halley,12th,4 1/4 l,3,8-12,72,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Cruden,S Foley,0,Mrs J Harrington,11th,8 1/2 l,3,10-0t,88,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Castleheath (IRE),B M Coen,0,Ciaran Murphy,10th,1 1/2 l,3,9-3,77,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Courageous Strike,R Whearty,5,A Murray,9th,1 l,3,9-6,80,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Dont Do Dramas (IRE),W Joyce,5,M Mulvany,8th,Head,3,8-13,73,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Ephesus (IRE),W M Lordan,0,A P O'Brien,7th,1/2 l,3,9-13p,87,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Tiscommonknowledge (IRE),M W Hassett,5,P Roche,6th,1 1/2 l,3,8-13,73,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Empress Alma (IRE),C D Hayes,0,G P Cromwell,5th,1 1/2 l,3,8-8,68,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Naturally Nimble (GER),D P McDonogh,0,J P O'Brien,4th,Nose,3,9-8,82,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Himalayan Heights (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-11,85,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Highland Bling (IRE),K G Kennedy,7,Mrs J Harrington,2nd,Neck,3,9-8p,82,True,130,43
Galway Racing Results | 29th July 2024 19:45,N/A,19:45,Yielding,1m 4f 84y,Kentucky Gal (IRE),R P Cleary,0,A Mullins,1st,N/A,3,8-9,69,True,130,43
Galway Racing Results | 29th July 2024 20:15,N/A,20:15,Good (Good To Yielding In Places),2m 130y,Blenheim Lake,Mr H C Swan,3,J J Hanlon,14th,59 l,4,11-10,-,True,130,44
Galway Racing Results | 29th July 2024 20:15,N/A,20:15,Good (Good To Yielding In Places),2m 130y,Fool's Errand (IRE),Mr G Daly,7,J J Hanlon,13th,56 l,4,11-3,-,True,130,44
