track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,20:10,Soft,2m 87y,Tangara Bay (FR),Mr J L Gleeson,5,H De Bromhead,2nd,5 1/2 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Seo Linn (IRE),Mr J C Barry,0,P Twomey,1st,N/A,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Mojitos Star (IRE),Miss G Benson,7,P Flood,8th,55 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Shing Shilla (IRE),Mr F Maguire,0,A Sexton,7th,9 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Only You Norah (IRE),Mr D Doyle,7,D Commins,6th,3 1/4 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Fortuna Lora (IRE),Mr J P Sampson,7,D Hogan,5th,6 1/2 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,A New Deck (IRE),Mr J H Williamson,7,S Curling,4th,23 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Time In A Bottle,Mr D T Hyde,7,H De Bromhead,3rd,10 l,4,11-5ht,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Tangara Bay (FR),Mr J L Gleeson,5,H De Bromhead,2nd,5 1/2 l,4,11-5,-,True,136,25
N/A,N/A,20:10,Soft,2m 87y,Seo Linn (IRE),Mr J C Barry,0,P Twomey,1st,N/A,4,11-5,-,True,136,25
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Lucky Melody (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Genoah (IRE),L F Roche,0,M O'Callaghan,NR,N/A,3,9-8t,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Miss Tapley (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,NR,N/A,4,9-13,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Orange Avenue (IRE),B M Coen,0,Ciaran Murphy,RR,N/A,4,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Sea Of Beauty (FR),R P Cleary,0,E Griffin,9th,3 3/4 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Millguy (IRE),C D Hayes,0,H Rogers,8th,8 1/2 l,3,9-8t1,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Lord Talbot (IRE),J J G Ryan,3,T G McCourt,7th,2 3/4 l,3,9-8t,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,My Little Lady (IRE),J M Sheridan,0,D Hogan,6th,2 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Colugo (IRE),L T McAteer,0,J M Barrett,5th,1 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Coul Dreamer (IRE),W J Lee,0,W McCreery,4th,1/2 l,3,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Poppy Pimento (IRE),R C Colgan,0,S Lavery,3rd,7 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Mythical Rock (IRE),N G McCullagh,0,Alan McIntyre,2nd,6 l,3,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Kelbelle (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Lucky Melody (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Genoah (IRE),L F Roche,0,M O'Callaghan,NR,N/A,3,9-8t,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Miss Tapley (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Gotta Catch'em All (IRE),Siobhan Rutledge,3,H Rogers,NR,N/A,4,9-13,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Orange Avenue (IRE),B M Coen,0,Ciaran Murphy,RR,N/A,4,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Sea Of Beauty (FR),R P Cleary,0,E Griffin,9th,3 3/4 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Millguy (IRE),C D Hayes,0,H Rogers,8th,8 1/2 l,3,9-8t1,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Lord Talbot (IRE),J J G Ryan,3,T G McCourt,7th,2 3/4 l,3,9-8t,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,My Little Lady (IRE),J M Sheridan,0,D Hogan,6th,2 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Colugo (IRE),L T McAteer,0,J M Barrett,5th,1 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Coul Dreamer (IRE),W J Lee,0,W McCreery,4th,1/2 l,3,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Poppy Pimento (IRE),R C Colgan,0,S Lavery,3rd,7 l,3,9-3,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Mythical Rock (IRE),N G McCullagh,0,Alan McIntyre,2nd,6 l,3,9-8,-,True,136,26
N/A,N/A,16:15,Good To Yielding (Yielding In Places),7f 211y,Kelbelle (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-3,-,True,136,26
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Chestnutter (IRE),C D Hayes,0,J C McConnell,15th,4 1/2 l,5,9-8,57,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Eurielle (IRE),W J Lee,0,W McCreery,14th,1 3/4 l,4,9-8,57,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Comfort Line (IRE),Adam Caffrey,3,A McGuinness,13th,2 1/2 l,7,10-2v,65,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Distillate,C J MacRedmond,5,A McGuinness,12th,Short Head,4,10-1t,64,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Monzoon,L T McAteer,0,R Donohoe,11th,1 l,7,9-10,59,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Mulgrave (IRE),D W O'Connor,0,J C McConnell,10th,2 l,6,9-7ht,56,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Rattletheonionbag (IRE),M W Hassett,5,W P Browne,9th,2 l,4,8-12,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Jalo (IRE),J J G Ryan,3,T G McCourt,8th,Nose,4,9-3tv,52,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Roman Harry (IRE),G F Carroll,0,C O'Connell,7th,Head,4,9-5ht1,54,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Zero Fighter (IRE),W M Lordan,0,E D Delany,6th,1/2 l,4,8-12p,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Fastman (IRE),Siobhan Rutledge,3,J C McConnell,5th,3/4 l,8,8-12,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Viva Voce (IRE),K J Leonard,0,Tom McGuinness,4th,1 1/2 l,7,9-3,52,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Pascalia (IRE),R M Mulligan,7,J P Murtagh,3rd,1 1/2 l,4,9-5tp,54,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Selective Power (IRE),R Whearty,3,Thomas Coyle,2nd,1 1/4 l,5,9-6p,55,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,The Bog Bank (IRE),Alyse Jane Clarke,10,T G McCourt,1st,N/A,7,9-11tp,60,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Chestnutter (IRE),C D Hayes,0,J C McConnell,15th,4 1/2 l,5,9-8,57,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Eurielle (IRE),W J Lee,0,W McCreery,14th,1 3/4 l,4,9-8,57,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Comfort Line (IRE),Adam Caffrey,3,A McGuinness,13th,2 1/2 l,7,10-2v,65,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Distillate,C J MacRedmond,5,A McGuinness,12th,Short Head,4,10-1t,64,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Monzoon,L T McAteer,0,R Donohoe,11th,1 l,7,9-10,59,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Mulgrave (IRE),D W O'Connor,0,J C McConnell,10th,2 l,6,9-7ht,56,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Rattletheonionbag (IRE),M W Hassett,5,W P Browne,9th,2 l,4,8-12,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Jalo (IRE),J J G Ryan,3,T G McCourt,8th,Nose,4,9-3tv,52,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Roman Harry (IRE),G F Carroll,0,C O'Connell,7th,Head,4,9-5ht1,54,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Zero Fighter (IRE),W M Lordan,0,E D Delany,6th,1/2 l,4,8-12p,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Fastman (IRE),Siobhan Rutledge,3,J C McConnell,5th,3/4 l,8,8-12,47,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Viva Voce (IRE),K J Leonard,0,Tom McGuinness,4th,1 1/2 l,7,9-3,52,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Pascalia (IRE),R M Mulligan,7,J P Murtagh,3rd,1 1/2 l,4,9-5tp,54,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,Selective Power (IRE),R Whearty,3,Thomas Coyle,2nd,1 1/4 l,5,9-6p,55,True,136,27
N/A,N/A,16:45,Good To Yielding (Yielding In Places),7f 211y,The Bog Bank (IRE),Alyse Jane Clarke,10,T G McCourt,1st,N/A,7,9-11tp,60,True,136,27
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,The Stray Sod (IRE),Siobhan Rutledge,3,J C McConnell,NR,N/A,4,8-12,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,River Derwent,R Whearty,3,Thomas Coyle,14th,3 1/2 l,6,10-2b,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Barnhill Rose,Amy Jo Hayes,7,D Hogan,13th,3 3/4 l,6,10-2p,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Cousin Shay,D McMonagle,0,J C McConnell,12th,3/4 l,5,9-0,49,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,The Blue Panther (IRE),L F Roche,0,Miss Jennifer Anne Lynch,11th,4 1/2 l,6,9-7tp,56,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Hastily,J Cleary,7,Tom McGuinness,10th,3 3/4 l,5,9-2,51,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Smaoineamh Sile,J A Powell,3,J C McConnell,9th,Head,6,9-12,61,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Tai Sing Yeh (IRE),J M Sheridan,0,Ian Donoghue,8th,3 l,10,9-8tb,57,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Blue Wood (IRE),S Foley,0,K Smith,7th,2 l,8,9-5tp1,54,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Coffeemeanscoffee (IRE),K J Leonard,0,Tom McGuinness,6th,1/2 l,9,8-12p,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Rampage (IRE),J J G Ryan,3,T G McCourt,5th,1 l,5,10-2tv,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,4th,2 1/4 l,5,9-11ht,60,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Pimstrel (IRE),C D Hayes,0,G A Kingston,3rd,2 1/4 l,8,8-12,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Royal Tribute (IRE),N M Crosse,0,J C McConnell,2nd,1 1/4 l,6,8-12v1,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Cherry Pink (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,4,8-12v,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,The Stray Sod (IRE),Siobhan Rutledge,3,J C McConnell,NR,N/A,4,8-12,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,River Derwent,R Whearty,3,Thomas Coyle,14th,3 1/2 l,6,10-2b,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Barnhill Rose,Amy Jo Hayes,7,D Hogan,13th,3 3/4 l,6,10-2p,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Cousin Shay,D McMonagle,0,J C McConnell,12th,3/4 l,5,9-0,49,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,The Blue Panther (IRE),L F Roche,0,Miss Jennifer Anne Lynch,11th,4 1/2 l,6,9-7tp,56,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Hastily,J Cleary,7,Tom McGuinness,10th,3 3/4 l,5,9-2,51,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Smaoineamh Sile,J A Powell,3,J C McConnell,9th,Head,6,9-12,61,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Tai Sing Yeh (IRE),J M Sheridan,0,Ian Donoghue,8th,3 l,10,9-8tb,57,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Blue Wood (IRE),S Foley,0,K Smith,7th,2 l,8,9-5tp1,54,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Coffeemeanscoffee (IRE),K J Leonard,0,Tom McGuinness,6th,1/2 l,9,8-12p,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Rampage (IRE),J J G Ryan,3,T G McCourt,5th,1 l,5,10-2tv,65,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Breezy Zoff (IRE),G F Carroll,0,G P Cromwell,4th,2 1/4 l,5,9-11ht,60,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Pimstrel (IRE),C D Hayes,0,G A Kingston,3rd,2 1/4 l,8,8-12,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Royal Tribute (IRE),N M Crosse,0,J C McConnell,2nd,1 1/4 l,6,8-12v1,47,True,136,28
N/A,N/A,17:15,Good To Yielding (Yielding In Places),7f 211y,Cherry Pink (IRE),Adam Caffrey,3,A McGuinness,1st,N/A,4,8-12v,47,True,136,28
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Vierson (IRE),D S O'Sullivan,10,Ciaran Murphy,UR,N/A,3,9-3,66,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Pauline's Dream (IRE),S Foley,0,H De Bromhead,14th,2 1/4 l,3,9-2,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Point Duty (IRE),W Joyce,5,M Mulvany,13th,3 3/4 l,3,9-2ht1,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nika Pika (IRE),J J G Ryan,3,P Magee,12th,4 3/4 l,3,9-2t,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Her Ladyship (IRE),D McMonagle,0,A McNamara,11th,1 1/4 l,3,10-2,79,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Your Day To Shine (IRE),T Casey,10,M Mulvany,10th,1 1/2 l,3,8-8,57,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Star Of Atlantis (IRE),G M Ryan,0,T Gibney,9th,1 3/4 l,3,8-9,58,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nans View (IRE),M P Sheehy,0,J P Fahey,8th,1 l,3,9-2,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Cornahilt Soldier (IRE),R Whearty,3,K Smith,7th,2 1/2 l,3,9-7t,70,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nakasero (IRE),B M Coen,0,M Halford & T Collins,6th,1/2 l,3,9-8,71,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Breathe Again (IRE),R C Colgan,0,S Lavery,5th,1 1/2 l,3,9-9p,72,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Vassula Ryden (IRE),D P McDonogh,0,W McCreery,4th,Neck,3,9-11v,74,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Bella Colombia (IRE),W J Lee,0,W McCreery,3rd,3 1/2 l,3,9-9v,72,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Blue Soul (IRE),G F Carroll,0,G M Lyons,2nd,1/2 l,3,9-8,71,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Copie Conforme (IRE),C D Hayes,0,K Prendergast,1st,N/A,3,9-4,67,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Vierson (IRE),D S O'Sullivan,10,Ciaran Murphy,UR,N/A,3,9-3,66,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Pauline's Dream (IRE),S Foley,0,H De Bromhead,14th,2 1/4 l,3,9-2,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Point Duty (IRE),W Joyce,5,M Mulvany,13th,3 3/4 l,3,9-2ht1,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nika Pika (IRE),J J G Ryan,3,P Magee,12th,4 3/4 l,3,9-2t,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Her Ladyship (IRE),D McMonagle,0,A McNamara,11th,1 1/4 l,3,10-2,79,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Your Day To Shine (IRE),T Casey,10,M Mulvany,10th,1 1/2 l,3,8-8,57,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Star Of Atlantis (IRE),G M Ryan,0,T Gibney,9th,1 3/4 l,3,8-9,58,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nans View (IRE),M P Sheehy,0,J P Fahey,8th,1 l,3,9-2,65,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Cornahilt Soldier (IRE),R Whearty,3,K Smith,7th,2 1/2 l,3,9-7t,70,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Nakasero (IRE),B M Coen,0,M Halford & T Collins,6th,1/2 l,3,9-8,71,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Breathe Again (IRE),R C Colgan,0,S Lavery,5th,1 1/2 l,3,9-9p,72,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Vassula Ryden (IRE),D P McDonogh,0,W McCreery,4th,Neck,3,9-11v,74,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Bella Colombia (IRE),W J Lee,0,W McCreery,3rd,3 1/2 l,3,9-9v,72,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Blue Soul (IRE),G F Carroll,0,G M Lyons,2nd,1/2 l,3,9-8,71,True,136,29
N/A,N/A,17:45,Good To Yielding (Yielding In Places),7f 211y,Copie Conforme (IRE),C D Hayes,0,K Prendergast,1st,N/A,3,9-4,67,True,136,29
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Sienna Grey,L F Roche,0,Miss Jennifer Anne Lynch,9th,1/2 l,2,9-2ht,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Magna Beauty (IRE),Siobhan Rutledge,3,E Buckley,8th,3 3/4 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Therussiancomposer,D McMonagle,0,Ciaran Murphy,7th,2 l,2,9-1,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Unique Journey (IRE),S T McCullagh,3,Daniel Murphy,6th,2 1/4 l,2,9-5,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Isabella Expert,M W Hassett,5,W P Browne,5th,3 1/2 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Smoke Them Out (IRE),J J G Ryan,3,T G McCourt,4th,3/4 l,2,8-13,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Fiona Maccoul (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Bobbi Rosa,B M Coen,0,A Slattery,2nd,1/2 l,2,9-0,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Gazelle D'or (IRE),R P Cleary,0,M C Grassick,1st,N/A,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Sienna Grey,L F Roche,0,Miss Jennifer Anne Lynch,9th,1/2 l,2,9-2ht,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Magna Beauty (IRE),Siobhan Rutledge,3,E Buckley,8th,3 3/4 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Therussiancomposer,D McMonagle,0,Ciaran Murphy,7th,2 l,2,9-1,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Unique Journey (IRE),S T McCullagh,3,Daniel Murphy,6th,2 1/4 l,2,9-5,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Isabella Expert,M W Hassett,5,W P Browne,5th,3 1/2 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Smoke Them Out (IRE),J J G Ryan,3,T G McCourt,4th,3/4 l,2,8-13,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Fiona Maccoul (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,2,8-8,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Bobbi Rosa,B M Coen,0,A Slattery,2nd,1/2 l,2,9-0,-,True,136,30
N/A,N/A,18:15,Good To Yielding (Yielding In Places),5f 3y,Gazelle D'or (IRE),R P Cleary,0,M C Grassick,1st,N/A,2,8-8,-,True,136,30
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Heart Of Darkness,S T McCullagh,3,P Twomey,NR,N/A,3,10-0,83,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Navalny (IRE),R P Cleary,0,C W J Farrell,13th,4 3/4 l,4,8-7t,60,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Escaping Thejungle (IRE),W M Lordan,0,E D Delany,12th,Neck,4,9-10,77,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Rathbranchurch (IRE),W Joyce,5,M Mulvany,11th,3 3/4 l,4,9-7,74,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Air Force One (IRE),W J Lee,0,P Twomey,10th,Neck,3,9-13tv,82,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Inishmot Prince (IRE),Adam Caffrey,3,T G McCourt,9th,3/4 l,6,9-0v,67,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Buddy Batt (IRE),J A Powell,3,D J Bunyan,8th,3/4 l,3,9-2,71,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Zarra Ellis,D McMonagle,0,W McCreery,7th,Head,3,9-11,80,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Scorchio (IRE),K G Kennedy,7,J Davison,6th,3 1/4 l,3,9-13b1,82,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Only Spoofing (IRE),M P Sheehy,0,Kevin Coleman,5th,Short Head,10,9-10,77,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Polar Bear (IRE),S Foley,0,Mrs J Harrington,4th,1 3/4 l,4,9-5v,72,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Hero Of The Hour,J J G Ryan,3,T G McCourt,3rd,1 1/4 l,7,8-13v,66,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Transcendental (FR),R Whearty,3,G P Cromwell,2nd,1/2 l,6,9-12,79,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Harry's Hill,M W Hassett,5,M Hassett,1st,N/A,6,9-11,78,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Heart Of Darkness,S T McCullagh,3,P Twomey,NR,N/A,3,10-0,83,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Navalny (IRE),R P Cleary,0,C W J Farrell,13th,4 3/4 l,4,8-7t,60,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Escaping Thejungle (IRE),W M Lordan,0,E D Delany,12th,Neck,4,9-10,77,True,136,31
N/A,N/A,18:45,Good To Yielding (Yielding In Places),5f 3y,Rathbranchurch (IRE),W Joyce,5,M Mulvany,11th,3 3/4 l,4,9-7,74,True,136,31
